topic_id,rank,word,weight
1,14,let,0.19739389978348829
1,15,world,0.18884138142069953
1,16,well,0.1879362628169531
1,17,kind,0.18024523280480956
1,18,listen,0.17686887188622333
1,19,talk,0.1763780502666361
1,20,yeah,0.17268832955851787
1,21,lot,0.17197722364971138
1,22,good,0.15044992843131827
1,23,album,0.14836567643220266
1,24,production,0.14835291046023935
1,25,feel,0.14149459662206543
1,26,hear,0.136625018077745
1,27,love,0.13543331314787815
1,28,hope,0.12752815801497797
1,29,alright,0.11382104145817143
1,30,ask,0.11381124424569121
1,31,like read,0.10984110946538163
1,32,think like,0.10983914840915243
1,33,hobby like,0.10983914840910122
1,34,want know,0.10983914840910122
1,35,lot like,0.10983914840910121
1,36,artist,0.10983914840910121
1,37,upbeat,0.10892781000318806
1,38,skip,0.10892781000313727
1,39,skip content,0.10892781000313727
1,40,wbu,0.10892781000313727
1,41,favorite,0.10892781000313727
1,42,fish,0.10892781000313727
1,43,come mind,0.10892781000313727
1,44,know feel,0.10892781000313727
1,45,thank,0.10836759270115225
1,46,bit,0.10357491184342855
1,47,read,0.1011567458215402
1,48,mood,0.10115592333503017
1,49,live,0.10115592333498302
1,50,have,0.101155923334983
2,1,play,0.9334004356538561
2,2,game,0.6679190233706129
2,3,time,0.34561930916274725
2,4,work,0.2595164859609677
2,5,lot,0.20786644536453794
2,6,long,0.20319779912190472
2,7,new,0.20319779912150548
2,8,like,0.19945770840073426
2,9,fun,0.1973000354279378
2,10,art,0.19444650368209762
2,11,think,0.1845464315714552
2,12,play video,0.18107174822466027
2,13,video game,0.18107174822466027
2,14,video,0.18107174822466027
2,15,city,0.17907472794637908
2,16,not,0.1679132598301054
2,17,free time,0.16675730053299817
2,18,want,0.1629857267114777
2,19,yes,0.15914680066101378
2,20,free,0.14658221964824375
2,21,open,0.14645150669426504
2,22,play lot,0.1456481430713347
2,23,probably,0.14415685223802066
2,24,design,0.1341340733955088
2,25,list,0.12359929337568927
2,26,right,0.12037235143607053
2,27,kind,0.11705200225707886
2,28,cuz,0.1138282736714003
2,29,music,0.10778930800559784
2,30,good,0.10407792068313354
2,31,start fresh,0.09722325184104881
2,32,personality,0.09722325184104881
2,33,fresh,0.09722325184104881
2,34,mainly,0.09722325184104881
2,35,hobby like,0.09722325184104881
2,36,favorite,0.09722325184104881
2,37,people,0.09482112298207053
2,38,try,0.09364617200517317
2,39,pretty,0.09353001117990878
2,40,thing,0.09351551361016246
2,41,recently,0.09028577880008
2,42,hi,0.08696006760509678
2,43,usually,0.08628531608031087
2,44,system,0.08384849975319017
2,45,tbh,0.08384849638377621
2,46,meet pretty,0.0838484963836115
2,47,information,0.0838484963836115
2,48,idea,0.0838484963836115
2,49,yeaa,0.08382249822328432
2,50,strategy,0.08382249822328432
3,1,summer,0.4579703928174258
3,2,home,0.3869452007869516
3,3,travel,0.32964856793124975
3,4,go,0.30108520198926847
3,5,cool,0.2954151398832708
3,6,fun,0.26072850338372333
3,7,family,0.24764050839308
3,8,go home,0.22506577221410165
3,9,favourite,0.22097958186297817
3,10,want,0.19940121175652645
3,11,pretty,0.19734120026803206
3,12,season,0.18773972603922753
3,13,fall,0.18458698684427063
3,14,math,0.1645341728997636
3,15,use,0.1642142798684188
3,16,professional,0.16216145878543872
3,17,month,0.16216145878543872
3,18,relax,0.16216145878543872
3,19,production,0.15920852253939127
3,20,like,0.15806032161275715
3,21,well,0.15635982044189586
3,22,program,0.15206144012122733
3,23,dream,0.15206144008963535
3,24,end,0.14546151094440601
3,25,neuroscience,0.14546151094440601
3,26,summer want,0.14546151094440601
3,27,place,0.1414380070827692
3,28,dive,0.13444898556961685
3,29,couple,0.13444898556961685
3,30,live,0.13396219528650227
3,31,software,0.12382025419654
3,32,forward,0.12382025419654
3,33,thing,0.11171723543762196
3,34,type,0.10968944862263126
3,35,straight,0.10968944859984253
3,36,boring,0.10968944859984239
3,37,survey,0.10968944859984239
3,38,theory,0.10968944859984239
3,39,learn,0.10426360092856192
3,40,music,0.10236497611309192
3,41,love,0.10185508450802859
3,42,right,0.09855823400383733
3,43,make,0.09821116734757701
3,44,stuff,0.09429200472184615
3,45,currently,0.09429200472184611
3,46,bit,0.09385954320395923
3,47,sure,0.08644554309495568
3,48,time,0.08597216197785292
3,49,course,0.08414996772529791
3,50,reason,0.08255719751574318
4,1,general,0.4966806927691502
4,2,psychology,0.48255248713176285
4,3,political,0.3829248989529525
4,4,draw,0.3637536401310719
4,5,question,0.34945091168858267
4,6,parent,0.34345832562578993
4,7,world,0.3390006980147318
4,8,run,0.31376518979323614
4,9,like,0.3124586077543701
4,10,state,0.31043823631597633
4,11,lot,0.28517733700781717
4,12,interested,0.2702041044538654
4,13,spss,0.26197718557270433
4,14,change,0.2583773382103872
4,15,state world,0.2583773382103872
4,16,get,0.24902485754543913
4,17,cognitive,0.2353464175071498
4,18,human,0.23065190252064635
4,19,find,0.22897221708385998
4,20,art,0.2277730500113761
4,21,hi,0.22716025241001375
4,22,family,0.21087104527530037
4,23,subject,0.20912871119846008
4,24,today,0.2029691039007156
4,25,ask,0.19821819643029664
4,26,interesting,0.19545621748609895
4,27,think,0.19435323484966538
4,28,talk,0.19115065793690095
4,29,like learn,0.18835552447066015
4,30,learn,0.17369070066479841
4,31,call,0.16267461187317622
4,32,time,0.16046961969205478
4,33,research,0.15741783639692794
4,34,survey,0.15741783639692794
4,35,extreme,0.15741783639692794
4,36,alright,0.14266286189888885
4,37,suppose,0.13251605104135009
4,38,current,0.13251605104135009
4,39,big,0.13251605104135009
4,40,study,0.12016980655230249
4,41,give,0.11648363722952756
4,42,fish,0.11448610854192999
4,43,curious,0.11448610854192999
4,44,consider,0.11448610854192999
4,45,lot like,0.11388652500568805
4,46,artist,0.11388652500568805
4,47,logical,0.11388652500568805
4,48,like lot,0.10488333858393642
4,49,main,0.10488333858393642
4,50,focus,0.10488333858393642
5,1,think,0.4212967056111356
5,2,study,0.3374056250245734
5,3,exam,0.3183101891809739
5,4,honestly,0.2749075922342297
5,5,mean,0.26379604104554355
5,6,character,0.2634564521617753
5,7,look,0.2454832762135999
5,8,impact,0.24260303724014792
5,9,favourite,0.24050995046843454
5,10,experiment,0.23827017851405602
5,11,combination,0.2334567055045738
5,12,subject,0.22549761405311286
5,13,snack,0.2156245082086464
5,14,neuroscience,0.2129232789980799
5,15,interesting,0.20849023737730915
5,16,final,0.20546952593003687
5,17,book,0.19759293846536274
5,18,transformation,0.19285917904597752
5,19,currently,0.1917888139282454
5,20,good,0.18308764017898507
5,21,course,0.18273106260110092
5,22,sweet,0.180189964615993
5,23,remember,0.17252018486161927
5,24,pretty,0.16973728898697546
5,25,watch,0.16824232861101715
5,26,take,0.16354280060339124
5,27,10,0.16173535816009862
5,28,hard,0.15870271087319263
5,29,forget,0.1527425151495981
5,30,come,0.1503032754152981
5,31,health,0.14894998142956606
5,32,okay,0.1390320705408615
5,33,like,0.1389047368719129
5,34,live,0.13238568420225136
5,35,wait,0.13169022265834224
5,36,plan,0.1313019787170106
5,37,yea,0.13130158044876203
5,38,throw,0.12699545122731404
5,39,assume,0.1269950660055337
5,40,require,0.1269950660055337
5,41,learn,0.12408701437023355
5,42,want,0.1234778678710039
5,43,know,0.12347776024464276
5,44,need,0.11695559685996645
5,45,lately,0.11695559685996645
5,46,hmmm,0.11695559685996645
5,47,ooo,0.11007225300746983
5,48,science,0.10916837960531185
5,49,difficult,0.10646163949903997
5,50,oh,0.10280598737197612
6,1,club,0.6082885912094967
6,2,cafe,0.45017153306482804
6,3,people,0.3311719311156581
6,4,friend,0.30318055616737244
6,5,event,0.2503726809427165
6,6,honey,0.23844157925750403
6,7,day,0.23013822008080292
6,8,social,0.23013667249366365
6,9,vibe,0.21959181640237288
6,10,think,0.21919035845099757
6,11,chill,0.2042720745017506
6,12,main,0.2042720745017506
6,13,go,0.1874244774165447
6,14,definitely,0.18292398101120466
6,15,night,0.18088591306387777
6,16,interest,0.18041479563023308
6,17,team,0.17796443234105008
6,18,not,0.16989954101370888
6,19,oh,0.16989939438092524
6,20,ill,0.16611508322524468
6,21,lot,0.1577668750289034
6,22,honestly,0.15643346005009634
6,23,school,0.15643346005009634
6,24,place,0.15371449152271024
6,25,right,0.1508554040932431
6,26,try,0.14261326253948745
6,27,grad,0.12518634047135907
6,28,laptop,0.1251863404713589
6,29,level,0.12518634047135824
6,30,today try,0.12518634047135824
6,31,play,0.11979056463497859
6,32,productive,0.11528985833122604
6,33,agree,0.11528985833122604
6,34,incorporate,0.11528985833122604
6,35,dream,0.115289858331226
6,36,weekend,0.115289858331226
6,37,have,0.115289858331226
6,38,sure,0.11409374838941383
6,39,know,0.11144032404562047
6,40,thing,0.1037491489511612
6,41,summer,0.10134155016366794
6,42,term,0.10134155016366794
6,43,difficult,0.09662045014762773
6,44,consider,0.09662045014762773
6,45,thing like,0.09662045014762773
6,46,skill,0.09662045014762773
6,47,properly,0.09662045014762773
6,48,student,0.0960386495108815
6,49,new,0.09603864951088081
6,50,meet,0.09144506802353602
7,1,party,0.4898022676398245
7,2,life,0.4350177280717441
7,3,little,0.3645587930898036
7,4,tell,0.331918282605865
7,5,know,0.28713897924994575
7,6,friend,0.26833999491886623
7,7,want,0.23928248098275487
7,8,sure,0.21081796511507164
7,9,go,0.196674681797729
7,10,feel,0.17379598522023815
7,11,fun,0.17096677055002488
7,12,deep,0.1659692281411702
7,13,real,0.1659692281411641
7,14,impact,0.1659692281411641
7,15,want know,0.1659692281411641
7,16,stress,0.1528486952146088
7,17,pretty,0.13658924591425706
7,18,let,0.12732587653752928
7,19,little busy,0.12245056690996255
7,20,hey go,0.12245056690995612
7,21,event,0.12245056690995526
7,22,damn,0.12245056690995526
7,23,properly,0.12245056690995526
7,24,se,0.12245056690995526
7,25,busy,0.11277035863875136
7,26,weekend,0.11277035863874464
7,27,tomorrow,0.11277035863874463
7,28,excited,0.10526180576754965
7,29,sleep,0.10526180576754965
7,30,enjoy,0.09912687344709435
7,31,school,0.09912687136911695
7,32,day,0.09909288917231576
7,33,like,0.09458493432330257
7,34,hey,0.09393986021251537
7,35,definitely,0.0939398582432758
7,36,alive,0.08298461581016875
7,37,go alright,0.08298461407058698
7,38,go right,0.08298461407058264
7,39,see,0.08298461407058264
7,40,day day,0.08298461407058205
7,41,response,0.08298461407058205
7,42,know tell,0.08298461407058205
7,43,skip content,0.08298461407058205
7,44,curious,0.08298461407058205
7,45,example,0.08298461407058205
7,46,extreme,0.08298461407058205
7,47,skip,0.08298461407058205
7,48,assume,0.08298461407058205
7,49,stop,0.08298461407058205
7,50,play,0.08193811075940265
8,1,watch,0.5305682969400396
8,2,listen,0.3512243334467122
8,3,abt,0.3240601427693906
8,4,question,0.30230145204416103
8,5,music,0.28731135873458064
8,6,chat,0.2851063171919425
8,7,like,0.27678629827974205
8,8,ill,0.26248030555504814
8,9,mood,0.26065597272341984
8,10,relationship,0.2430485560001857
8,11,interest,0.2273749289577706
8,12,listen music,0.2242912208078562
8,13,boring,0.20585419603767655
8,14,recently,0.2020571164508214
8,15,talk,0.19675114984689535
8,16,get,0.18740380897621423
8,17,great,0.18465176656396784
8,18,like free,0.17788944628521028
8,19,usually,0.1778077338472533
8,20,hmmm,0.16940182929551753
8,21,interesting,0.16766314463308685
8,22,excited,0.16654972917973626
8,23,plan,0.16654972917973626
8,24,read,0.1638258191370245
8,25,prefer,0.16076046176562378
8,26,try,0.1571671169584091
8,27,song,0.15505940961385256
8,28,sleep,0.1493041057829686
8,29,free,0.14400606469061486
8,30,depend,0.1406022705093253
8,31,go,0.13696373843230455
8,32,nice meet,0.13570153429081777
8,33,yes,0.13324497361713927
8,34,current,0.13032798636173154
8,35,time,0.12872918618427392
8,36,today,0.12846397069200946
8,37,thank,0.1275138699252869
8,38,good,0.12732626975044842
8,39,old,0.1255223458269004
8,40,meet,0.12244963703516398
8,41,friend,0.1183600471253447
8,42,feel,0.1170240341337328
8,43,lot,0.11123766339639776
8,44,nice,0.10778026229972755
8,45,fun,0.10595412633348585
8,46,love,0.10441728206379057
8,47,slow,0.10292709801883827
8,48,hi,0.10008501891098659
8,49,response,0.09687326095181509
8,50,go great,0.09687326095181509
9,1,assignment,0.43992885080544497
9,2,llm,0.3904552042732237
9,3,nice,0.3765365632008966
9,4,bit,0.3437971602200506
9,5,know,0.26128340223129104
9,6,student,0.20875832914200124
9,7,class,0.20363202882085665
9,8,hey,0.19597716223431386
9,9,today,0.19537364198617116
9,10,exactly,0.1930777858901208
9,11,ve,0.18199239775384962
9,12,cancer,0.17736602942201798
9,13,far,0.16987581692952294
9,14,work,0.15816215817356666
9,15,come,0.15738973683484303
9,16,hey nice,0.15664883790806197
9,17,thing,0.15159396778021966
9,18,science,0.14856862638447724
9,19,cool,0.13621547412833715
9,20,chat,0.13571121782660847
9,21,say,0.13436605076460156
9,22,course,0.1328225629222554
9,23,season,0.13258860227977343
9,24,tell,0.12921855447478642
9,25,hi,0.12804723826596096
9,26,nice meet,0.12703497048300136
9,27,give,0.1268112479777476
9,28,mean,0.12643190860019993
9,29,recently,0.12624681644028335
9,30,thank,0.12590452135559785
9,31,get,0.12233461947290449
9,32,mind,0.12038761686258649
9,33,meet,0.11462940421204068
9,34,study,0.10979866123549807
9,35,late,0.0988084762353797
9,36,get to,0.09880731314179068
9,37,chat like,0.09880731314179068
9,38,math,0.09880731314179068
9,39,mainly,0.09880731314179068
9,40,soft,0.09880731314179068
9,41,biological,0.09880731314179068
9,42,right,0.09732076150053912
9,43,thing like,0.09427047274833013
9,44,go alright,0.09427047274832671
9,45,little busy,0.0942704727483251
9,46,type,0.09427047272483267
9,47,pretty,0.09415683687749762
9,48,to,0.09115662455929477
9,49,actually,0.0910595767850197
9,50,answer question,0.09099727002330228
